Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
As a admin I want to verify the functionality of Floorplan Field,RE-21,10020,Story,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,03/Sep/21 12:44 PM,08/Sep/21 9:59 AM,09/Sep/21 10:21 AM,08/Sep/21 9:59 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,RE-22,RE-23,RE-24,RE-25,RE-26,RE-27,RE-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i0004f:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify distraction free writing mode option,RE-20,10019,Test,Blocked,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,03/Sep/21 12:06 PM,08/Sep/21 5:11 PM,09/Sep/21 10:21 AM,,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/Sep/21 12:21 PM;ug:0d5bfe74-671d-4eea-9532-8c9e21e40aa6;distraction free writing mode option.PNG;https://ksrtc110345.atlassian.net/secure/attachment/10001/distraction+free+writing+mode+option.PNG,,,,,,,,{},,,,,,,0|i00047:,,RE Sprint 1,,,,,,,,To Do
As a admin I want to verify functionality of toolbar toggle option,RE-19,10018,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,03/Sep/21 11:24 AM,08/Sep/21 5:10 PM,09/Sep/21 10:21 AM,08/Sep/21 10:01 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0003z:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify functionality of Insert read more tag,RE-18,10017,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,03/Sep/21 11:23 AM,08/Sep/21 5:10 PM,09/Sep/21 10:21 AM,08/Sep/21 10:01 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0003r:,,RE Sprint 1,,,,,,,,Done
As a admin I want to edit layout of inserted text.,RE-17,10016,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,03/Sep/21 10:38 AM,08/Sep/21 5:10 PM,09/Sep/21 10:21 AM,08/Sep/21 10:01 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0003j:,,RE Sprint 1,,,,,,,,Done
As a admin I want to edit layout of inserted image.,RE-16,10015,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,03/Sep/21 10:30 AM,08/Sep/21 5:10 PM,09/Sep/21 10:21 AM,08/Sep/21 11:01 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0003b:,,RE Sprint 1,,,,,,,,Done
"As a admin , I want to edit the inserted media in post field.",RE-15,10014,Story,Blocked,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,03/Sep/21 10:29 AM,08/Sep/21 1:10 PM,09/Sep/21 10:21 AM,,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,RE-16,RE-17,RE-18,RE-19,RE-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i00033:,,RE Sprint 1,,,,,,,,To Do
To verify working functionality of Insert From URL option,RE-14,10013,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,03/Sep/21 9:46 AM,08/Sep/21 5:09 PM,09/Sep/21 10:21 AM,08/Sep/21 10:02 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0002v:,,RE Sprint 1,,,,,,,,Done
To verify working functionality of Featured Image option,RE-13,10012,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,03/Sep/21 9:43 AM,08/Sep/21 5:09 PM,09/Sep/21 10:21 AM,08/Sep/21 10:02 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0002n:,,RE Sprint 1,,,,,,,,Done
To verify working functionality of Create Video Playlist,RE-12,10011,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,03/Sep/21 9:40 AM,08/Sep/21 5:09 PM,09/Sep/21 10:21 AM,08/Sep/21 10:01 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0002f:,,RE Sprint 1,,,,,,,,Done
To verify working functionality of Create Audio Playlist,RE-11,10010,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,02/Sep/21 5:25 PM,08/Sep/21 5:09 PM,09/Sep/21 10:21 AM,08/Sep/21 10:01 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00027:,,RE Sprint 1,,,,,,,,Done
To verify working functionality of Create Gallery option,RE-10,10009,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,02/Sep/21 5:12 PM,08/Sep/21 5:09 PM,09/Sep/21 10:21 AM,08/Sep/21 10:01 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0001z:,,RE Sprint 1,,,,,,,,Done
To verify working functionality of Upload Files option.,RE-9,10008,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,02/Sep/21 5:06 PM,08/Sep/21 5:08 PM,09/Sep/21 10:21 AM,08/Sep/21 10:01 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0001r:,,RE Sprint 1,,,,,,,,Done
To verify working functionality of Add media option.,RE-8,10007,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,02/Sep/21 4:31 PM,08/Sep/21 5:08 PM,09/Sep/21 10:21 AM,08/Sep/21 10:02 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0001j:,,RE Sprint 1,,,,,,,,Done
To verify working functionality of Add media button.,RE-7,10006,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,02/Sep/21 4:24 PM,08/Sep/21 5:08 PM,09/Sep/21 10:21 AM,08/Sep/21 11:01 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0001b:,,RE Sprint 1,,,,,,,,Done
As a Admin I want to check Add media functionality.,RE-6,10005,Story,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,02/Sep/21 4:22 PM,08/Sep/21 10:02 AM,09/Sep/21 10:21 AM,08/Sep/21 10:02 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,RE-7,RE-8,RE-9,RE-10,RE-11,RE-12,RE-13,RE-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,RE-1,,,,,0|i00013:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify property field with Any Alphanumeric value ,RE-5,10004,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,02/Sep/21 4:05 PM,08/Sep/21 5:07 PM,09/Sep/21 10:21 AM,08/Sep/21 9:44 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0000v:,,RE Sprint 1,,,,,,,,Done
As a admin I want to verify property field with null value,RE-4,10003,Test,Blocked,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,02/Sep/21 4:00 PM,08/Sep/21 5:06 PM,09/Sep/21 10:21 AM,,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,RE-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0000n:,,RE Sprint 1,,,,,,,,To Do
As a admin I want to add a 'Place' as data in property field,RE-3,10002,Test,Done,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,Done,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,02/Sep/21 3:47 PM,08/Sep/21 5:06 PM,09/Sep/21 10:21 AM,08/Sep/21 9:44 AM,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0000f:,,RE Sprint 1,,,,,,,,Done
"As a Admin, I want to add new property in Add Property Field",RE-2,10001,Story,Blocked,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,02/Sep/21 12:45 PM,08/Sep/21 1:11 PM,09/Sep/21 10:21 AM,,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,RE-3,RE-4,RE-5,RE-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00007:,,RE Sprint 1,,,,,,,,To Do
To add new property in Real Estate Project,RE-1,10000,Epic,In Progress,RE,Real Estate,software,Sneha Khatke,612ef7d144c8ed006880e9aa,,Medium,,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,Sneha Khatke,612ef7d144c8ed006880e9aa,02/Sep/21 12:41 PM,08/Sep/21 5:31 PM,08/Sep/21 5:31 PM,,,0,,,Sneha Khatke,612ef7d144c8ed006880e9aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-4,,To Add New Property in Real Estate Project,To Do,,,0|hzzzzz:,,RE Sprint 1,,,,,,,,In Progress
